plot,range,line,entry,source,rep,environment,id_sample,sample_name,experiment_name,season,variable_name,sampling_identifier,variable_value,date,variable_units,Days_after_planting
5,2,LD15-3818,11,Diers,1,Early planting date,5_b_ACRE-Biomass_Early_y22_canopy-height_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,56,8/1/2022,cm,62
5,2,LD15-3818,11,Diers,1,Early planting date,5_c_ACRE-Biomass_Early_y22_canopy-height_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,54,8/1/2022,cm,62
5,2,LD15-3818,11,Diers,1,Early planting date,5_d_ACRE-Biomass_Early_y22_canopy-height_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,55,8/1/2022,cm,62
5,2,LD15-3818,11,Diers,1,Early planting date,5_a_ACRE-Biomass_Early_y22_canopy-height_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,72,8/9/2022,cm,70
5,2,LD15-3818,11,Diers,1,Early planting date,5_b_ACRE-Biomass_Early_y22_canopy-height_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,73,8/9/2022,cm,70
5,2,LD15-3818,11,Diers,1,Early planting date,5_c_ACRE-Biomass_Early_y22_canopy-height_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,79,8/9/2022,cm,70
5,2,LD15-3818,11,Diers,1,Early planting date,5_d_ACRE-Biomass_Early_y22_canopy-height_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,70,8/9/2022,cm,70
5,2,LD15-3818,11,Diers,1,Early planting date,5_a_ACRE-Biomass_Early_y22_canopy-height_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,91,8/17/2022,cm,78
5,2,LD15-3818,11,Diers,1,Early planting date,5_b_ACRE-Biomass_Early_y22_canopy-height_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,92,8/17/2022,cm,78
5,2,LD15-3818,11,Diers,1,Early planting date,5_c_ACRE-Biomass_Early_y22_canopy-height_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,79,8/17/2022,cm,78
5,2,LD15-3818,11,Diers,1,Early planting date,5_d_ACRE-Biomass_Early_y22_canopy-height_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,85,8/17/2022,cm,78
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_a_ACRE-Biomass_Early_y22_canopy-height_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,38.1,7/12/2022,cm,42
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_b_ACRE-Biomass_Early_y22_canopy-height_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,38.1,7/12/2022,cm,42
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_a_ACRE-Biomass_Early_y22_canopy-height_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,66,7/25/2022,cm,55
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_b_ACRE-Biomass_Early_y22_canopy-height_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,61,7/25/2022,cm,55
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_c_ACRE-Biomass_Early_y22_canopy-height_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,52,7/25/2022,cm,55
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_d_ACRE-Biomass_Early_y22_canopy-height_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,48,7/25/2022,cm,55
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_a_ACRE-Biomass_Early_y22_canopy-height_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,60,8/1/2022,cm,62
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_b_ACRE-Biomass_Early_y22_canopy-height_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,71,8/1/2022,cm,62
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_c_ACRE-Biomass_Early_y22_canopy-height_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,64,8/1/2022,cm,62
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_d_ACRE-Biomass_Early_y22_canopy-height_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,66,8/1/2022,cm,62
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_a_ACRE-Biomass_Early_y22_canopy-height_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,80,8/9/2022,cm,70
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_b_ACRE-Biomass_Early_y22_canopy-height_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,88,8/9/2022,cm,70
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_c_ACRE-Biomass_Early_y22_canopy-height_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,85,8/9/2022,cm,70
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_d_ACRE-Biomass_Early_y22_canopy-height_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,89,8/9/2022,cm,70
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_a_ACRE-Biomass_Early_y22_canopy-height_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,95,8/17/2022,cm,78
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_b_ACRE-Biomass_Early_y22_canopy-height_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,90,8/17/2022,cm,78
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_c_ACRE-Biomass_Early_y22_canopy-height_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,91,8/17/2022,cm,78
6,2,SA17-30464,8,Scaboo,1,Early planting date,6_d_ACRE-Biomass_Early_y22_canopy-height_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,86,8/17/2022,cm,78
7,3,U14-910097,25,Checks,1,Early planting date,7_a_ACRE-Biomass_Early_y22_canopy-height_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,30.48,7/12/2022,cm,42
7,3,U14-910097,25,Checks,1,Early planting date,7_b_ACRE-Biomass_Early_y22_canopy-height_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,30.48,7/12/2022,cm,42
7,3,U14-910097,25,Checks,1,Early planting date,7_a_ACRE-Biomass_Early_y22_canopy-height_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,47,7/25/2022,cm,55
7,3,U14-910097,25,Checks,1,Early planting date,7_b_ACRE-Biomass_Early_y22_canopy-height_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,60,7/25/2022,cm,55
7,3,U14-910097,25,Checks,1,Early planting date,7_c_ACRE-Biomass_Early_y22_canopy-height_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,62,7/25/2022,cm,55
7,3,U14-910097,25,Checks,1,Early planting date,7_d_ACRE-Biomass_Early_y22_canopy-height_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,49,7/25/2022,cm,55
7,3,U14-910097,25,Checks,1,Early planting date,7_a_ACRE-Biomass_Early_y22_canopy-height_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,60,8/1/2022,cm,62
7,3,U14-910097,25,Checks,1,Early planting date,7_b_ACRE-Biomass_Early_y22_canopy-height_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,62,8/1/2022,cm,62
7,3,U14-910097,25,Checks,1,Early planting date,7_c_ACRE-Biomass_Early_y22_canopy-height_sampling-3,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,64,8/1/2022,cm,62
7,3,U14-910097,25,Checks,1,Early planting date,7_d_ACRE-Biomass_Early_y22_canopy-height_sampling-3,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,68,8/1/2022,cm,62
7,3,U14-910097,25,Checks,1,Early planting date,7_a_ACRE-Biomass_Early_y22_canopy-height_sampling-4,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,73,8/9/2022,cm,70
7,3,U14-910097,25,Checks,1,Early planting date,7_b_ACRE-Biomass_Early_y22_canopy-height_sampling-4,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,88,8/9/2022,cm,70
7,3,U14-910097,25,Checks,1,Early planting date,7_c_ACRE-Biomass_Early_y22_canopy-height_sampling-4,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,84,8/9/2022,cm,70
7,3,U14-910097,25,Checks,1,Early planting date,7_d_ACRE-Biomass_Early_y22_canopy-height_sampling-4,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-4,87,8/9/2022,cm,70
7,3,U14-910097,25,Checks,1,Early planting date,7_a_ACRE-Biomass_Early_y22_canopy-height_sampling-5,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,93,8/17/2022,cm,78
7,3,U14-910097,25,Checks,1,Early planting date,7_b_ACRE-Biomass_Early_y22_canopy-height_sampling-5,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,99,8/17/2022,cm,78
7,3,U14-910097,25,Checks,1,Early planting date,7_c_ACRE-Biomass_Early_y22_canopy-height_sampling-5,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,92,8/17/2022,cm,78
7,3,U14-910097,25,Checks,1,Early planting date,7_d_ACRE-Biomass_Early_y22_canopy-height_sampling-5,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-5,98,8/17/2022,cm,78
8,3,E18610T,2,Wang,1,Early planting date,8_a_ACRE-Biomass_Early_y22_canopy-height_sampling-1,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,24.13,7/12/2022,cm,42
8,3,E18610T,2,Wang,1,Early planting date,8_b_ACRE-Biomass_Early_y22_canopy-height_sampling-1,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-1,29.21,7/12/2022,cm,42
8,3,E18610T,2,Wang,1,Early planting date,8_a_ACRE-Biomass_Early_y22_canopy-height_sampling-2,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,44,7/25/2022,cm,55
8,3,E18610T,2,Wang,1,Early planting date,8_b_ACRE-Biomass_Early_y22_canopy-height_sampling-2,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,50,7/25/2022,cm,55
8,3,E18610T,2,Wang,1,Early planting date,8_c_ACRE-Biomass_Early_y22_canopy-height_sampling-2,c,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,30,7/25/2022,cm,55
8,3,E18610T,2,Wang,1,Early planting date,8_d_ACRE-Biomass_Early_y22_canopy-height_sampling-2,d,ACRE Public Biomass,Summer 2022,Canopy height,sampling-2,47,7/25/2022,cm,55
8,3,E18610T,2,Wang,1,Early planting date,8_a_ACRE-Biomass_Early_y22_canopy-height_sampling-3,A,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,55,8/1/2022,cm,62
8,3,E18610T,2,Wang,1,Early planting date,8_b_ACRE-Biomass_Early_y22_canopy-height_sampling-3,B,ACRE Public Biomass,Summer 2022,Canopy height,sampling-3,53,8/1/2022,cm,62
